Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Trust as a facilitator of co-creation in customer-salesperson interaction – an imperative for the realization of episodic and relational value?","AMS Review","","4","1 - 2","10.1007/s13162-013-0039-8","Jasmin BaumannKenneth Le Meunier-FitzHugh","2014","http://link.springer.com/article/10.1007/s13162-013-0039-8","Article"
"Reproduction by virgin queen fire ants in queenless colonies: Comparative study of three taxa (Solenopsis richteri, hybridS. invicta/richteri, S. geminata) (Hymenoptera: Formicidae)","Insectes Sociaux","","40","3","10.1007/BF01242364","E. L. VargoS. D. Porter","1993","http://link.springer.com/article/10.1007/BF01242364","Article"
"Queen Control or Queen Signal in Ants: What Remains of the Controversy 25 Years After Keller and Nonacs’ Seminal Paper?","Journal of Chemical Ecology","","44","9","10.1007/s10886-018-0974-9","Irene VillaltaSilvia AbrilXim CerdáRaphael Boulay","2018","http://link.springer.com/article/10.1007/s10886-018-0974-9","Article"
"Conceptualizing Resource Integration to Advance Service Innovation","Innovating in Practice","","","","10.1007/978-3-319-43380-6_11","Maria ColurcioAngela CaridàBo Edvardsson","2017","http://link.springer.com/chapter/10.1007/978-3-319-43380-6_11","Chapter"
"Seeing through the network: Competitive advantage in the digital economy","Journal of Organization Design","","6","1","10.1186/s41469-017-0016-z","Thorsten KochJosef Windsperger","2017","http://link.springer.com/article/10.1186/s41469-017-0016-z","Article"
"Innovation in Sociomaterial Practices: The Case of IoE in The Healthcare Ecosystem","Handbook of Service Science, Volume II","","","","10.1007/978-3-319-98512-1_23","Cristina MeleTiziana Russo-Spena","2019","http://link.springer.com/chapter/10.1007/978-3-319-98512-1_23","Chapter"
"A queen pheromone induces workers to kill sexual larvae in colonies of the red imported fire ant (Solenopsis invicta)","Naturwissenschaften","","89","7","10.1007/s00114-002-0331-1","Emily A. KlobucharRichard J. Deslippe","2002","http://link.springer.com/article/10.1007/s00114-002-0331-1","Article"
"Business Model Design and Value Co-creation: Looking for a New Pattern","Innovating in Practice","","","","10.1007/978-3-319-43380-6_15","Angela CaridàMonia MeliaMaria Colurcio","2017","http://link.springer.com/chapter/10.1007/978-3-319-43380-6_15","Chapter"
"Value Co-creation and Co-destruction in Connected Tourist Experiences","Information and Communication Technologies in Tourism 2016","","","","10.1007/978-3-319-28231-2_56","Barbara Neuhofer","2016","http://link.springer.com/chapter/10.1007/978-3-319-28231-2_56","Chapter"
"The state of the art of biospeleology in Russia and other countries of the former Soviet Union: A review of the cave (endogean) invertebrate fauna. 2. Arachnida—acknowledgments","Entomological Review","","96","9","10.1134/S0013873816090116","I. S. TurbanovD. M. PalatovS. I. Golovatch","2016","http://link.springer.com/article/10.1134/S0013873816090116","Article"
"Toward a theory of the boundary-spanning marketing organization and insights from 31 organization theories","Journal of the Academy of Marketing Science","","39","4","10.1007/s11747-011-0253-6","G. Tomas M. Hult","2011","http://link.springer.com/article/10.1007/s11747-011-0253-6","Article"
"Value-in-Use and Mobile Technologies","Business & Information Systems Engineering","","6","6","10.1007/s12599-014-0349-x","Dipl. Kffr. Katherina BrunsProf. Dr. Frank Jacob","2014","http://link.springer.com/article/10.1007/s12599-014-0349-x","Article"
"DIET-MEDIATED INTER-COLONIAL AGGRESSION IN THE FORMOSAN SUBTERRANEAN TERMITE Coptotermes formosanus","Journal of Chemical Ecology","","30","12","10.1007/s10886-004-7950-2","CHRISTOPHER B. FLORANEJOHN M. BLANDCLAUDIA HUSSENEDERASHOK K. RAINA","2004","http://link.springer.com/article/10.1007/s10886-004-7950-2","Article"
"Service-Dominant Business Model Design for Digital Innovation in Smart Mobility","Business & Information Systems Engineering","","","","10.1007/s12599-018-0565-x","Oktay TuretkenPaul GrefenRick GilsingO. Ege Adali","2018","http://link.springer.com/article/10.1007/s12599-018-0565-x","Article"
"Applying service dominant logic perspective: Studying Patient Care System of Shaukat Khanum Memorial Cancer Hospital (Lahore) and Shouldice Hospital (Canada)","Journal of Service Science Research","","9","1","10.1007/s12927-017-0002-6","Taimoor BasharatHammad Ahmad","2017","http://link.springer.com/article/10.1007/s12927-017-0002-6","Article"
"Hormonal correlates of reproductive status in the queenless ponerine ant, Streblognathus peetersi","Journal of Comparative Physiology A","","192","3","10.1007/s00359-005-0065-6","Colin BrentChristian PeetersVincent DietmannRobin CreweEd Vargo","2006","http://link.springer.com/article/10.1007/s00359-005-0065-6","Article"
"The Interaction of Production and Consumption in the News Media Social Space","Communications Infrastructure. Systems and Applications in Europe","","","","10.1007/978-3-642-11284-3_24","Gary GrahamFinola KerriganRashid MehmoodMustafizur Rahman","2009","http://link.springer.com/chapter/10.1007/978-3-642-11284-3_24","Chapter"
"Customer Value Co-creation in a Service-Dominant Logic Perspective: Some Steps Toward the Development of a Measurement Scale","Social Dynamics in a Systems Perspective","","","","10.1007/978-3-319-61967-5_8","Antonio BottiMara GrimaldiMassimiliano Vesci","2018","http://link.springer.com/chapter/10.1007/978-3-319-61967-5_8","Chapter"
"Xperience the CITY: The City of Destination as an Integrator and Its Role in Co-creating Travel Experiences","Cultural Tourism in a Digital Era","","","","10.1007/978-3-319-15859-4_24","Evangelia G. DougaliSicco C. SantemaW. W. A. Beelaerts van Blokland","2015","http://link.springer.com/chapter/10.1007/978-3-319-15859-4_24","Chapter"
"Toward a Service-Dominant Logic for International Marketing","Proceedings of the 2008 Academy of Marketing Science (AMS) Annual Conference","","","","10.1007/978-3-319-10963-3_39","Melissa Archpru AkakaStephen L. Vargo","2015","http://link.springer.com/chapter/10.1007/978-3-319-10963-3_39","Chapter"
"Service System of Easypaisa and MobiCash: Funds Transfer System via Telecommunication Companies in Context of Service Dominant Logic","Journal of Service Science Research","","10","2","10.1007/s12927-018-0009-7","Huma GhorsiArooj SiddiquiTaimoor BasharatSaroop AnwerHammad Ahmad","2018","http://link.springer.com/article/10.1007/s12927-018-0009-7","Article"
"An Explanatory Framework of the Dynamics of Organization Design and Engineering (ODE)","Organization Design and Engineering","","","","10.1057/9781137351579_4","Rodrigo Magalhàes","2014","http://link.springer.com/chapter/10.1057/9781137351579_4","Chapter"
"Value-in-Use und mobile Technologien","WIRTSCHAFTSINFORMATIK","","56","6","10.1007/s11576-014-0437-z","Dipl.-Kffr. Katherina BrunsProf. Dr. Frank Jacob","2014","http://link.springer.com/article/10.1007/s11576-014-0437-z","Article"
"Literature Review","Branded Component Strategies","","","","10.1007/978-3-8349-6453-3_2","Stefan Worm","2012","http://link.springer.com/chapter/10.1007/978-3-8349-6453-3_2","Chapter"
"Towards Integrative Modelling of Service Systems","Complex Engineering Service Systems","","","","10.1007/978-0-85729-189-9_22","Peter J. Wild","2011","http://link.springer.com/chapter/10.1007/978-0-85729-189-9_22","Chapter"
"Characteristics of customer value creation in digital services","Journal of Service Science Research","","9","2","10.1007/s12927-017-0012-4","Minna SaunilaTero RantalaJuhani Ukko","2017","http://link.springer.com/article/10.1007/s12927-017-0012-4","Article"
"Dynamic Capabilities and Value Co-Creation in Low-Tech Knowledge-Intensive Entrepreneurial Ventures","Entrepreneurial Challenges in the 21st Century","","","","10.1057/9781137479761_5","Glykeria KaragouniAimilia Protogerou","2015","http://link.springer.com/chapter/10.1057/9781137479761_5","Chapter"
"Yoyo-bang: a risk-aversion investment strategy by a perennial insect society","Oecologia","","132","1","10.1007/s00442-002-0928-2","Deby Cassill","2002","http://link.springer.com/article/10.1007/s00442-002-0928-2","Article"
"Service System Innovation","Information Technology in the Service Economy: Challenges and Possibilities for the 21st Century","","","","10.1007/978-0-387-09768-8_5","Steven Alter","2008","http://link.springer.com/chapter/10.1007/978-0-387-09768-8_5","Chapter"
"e-Novation: A Platform for Innovation in the Digital Economy","Handbook of Strategic e-Business Management","","","","10.1007/978-3-642-39747-9_33","Hugh M. Pattinson","2014","http://link.springer.com/chapter/10.1007/978-3-642-39747-9_33","Chapter"
"Entrepreneurial Learning and Communities of Practice: The Case of the Cross-Border Cultural Tourism Development Bulgaria–Romania","Economic Development and Entrepreneurship in Transition Economies","","","","10.1007/978-3-319-28856-7_15","Liliya Terzieva","2016","http://link.springer.com/chapter/10.1007/978-3-319-28856-7_15","Chapter"
"Consumer Behaviour in the Traditional Cruise Market and implications for the Sustainability of Ocean Cruising","Cruise Sector Challenges","","","","10.1007/978-3-8349-6871-5_5","Martin Cholwill","2011","http://link.springer.com/chapter/10.1007/978-3-8349-6871-5_5","Chapter"
"From Service to Service Design","Designing Better Services","","","","10.1007/978-3-319-63179-0_2","Francesca FoglieniBeatrice VillariStefano Maffei","2018","http://link.springer.com/chapter/10.1007/978-3-319-63179-0_2","Chapter"
"Striking the Right Balance: How to Design, Implement, and Operationalize Customer Experience Management Programs","Managing Consumer Services","","","","10.1007/978-3-319-04289-3_5","Philipp “Phil” KlausBo Edvardsson","2014","http://link.springer.com/chapter/10.1007/978-3-319-04289-3_5","Chapter"
"A Formal Model of Service Delivery","Handbook of Service Science","","","","10.1007/978-1-4419-1628-0_21","Guruduth BanavarAlan HartmanLakshmish RamaswamyAnatoly Zherebtsov","2010","http://link.springer.com/chapter/10.1007/978-1-4419-1628-0_21","Chapter"
"Strategic Improvements Through Industrial Services","Designing and Managing Industrial Product-Service Systems","","","","10.1007/978-3-319-40430-1_4","Petri HeloAngappa GunasekaranAnna Rymaszewska","2017","http://link.springer.com/chapter/10.1007/978-3-319-40430-1_4","Chapter"
"Viable Service Business Models Towards Inter-cooperative Strategies: Conceptual Evolutionary Considerations","Inter-cooperative Collective Intelligence: Techniques and Applications","","","","10.1007/978-3-642-35016-0_10","P. DohmenN. KryvinskaC. Strauss","2014","http://link.springer.com/chapter/10.1007/978-3-642-35016-0_10","Chapter"
"Caste allocation in litter Pheidole: lessons from plant defense theory","Behavioral Ecology and Sociobiology","","37","4","10.1007/BF00177405","Michael KaspariMargaret M. Byrne","1995","http://link.springer.com/article/10.1007/BF00177405","Article"
"From Whence to Where in Service Science: A Perspective on the Field","Handbook of Service Science, Volume II","","","","10.1007/978-3-319-98512-1_32","Janet R. McColl-Kennedy","2019","http://link.springer.com/chapter/10.1007/978-3-319-98512-1_32","Chapter"
"Recombinant Service Systems Engineering","Business & Information Systems Engineering","","60","5","10.1007/s12599-018-0526-4","Prof. Dr. Daniel BeverungenHedda LüttenbergVerena Wolf","2018","http://link.springer.com/article/10.1007/s12599-018-0526-4","Article"
"Indices of reproductive skew depend on average reproductive success","Evolutionary Ecology","","12","2","10.1023/A:1006575411224","KAZUKI TsujiNOBUYUKI Tsuji","1998","http://link.springer.com/article/10.1023/A%3A1006575411224","Article"
"Business Value Network Concepts for the Extended Enterprise","The Network Experience","","","","10.1007/978-3-540-85582-8_9","Kelly Bowles LymanNathan CaswellAlain Biem","2009","http://link.springer.com/chapter/10.1007/978-3-540-85582-8_9","Chapter"
"Customer Engagement — Fad or the Real McCoy? The Attempt of IMC Paradigm Shift via Online Media","Integrated Communications in the Postmodern Era","","","","10.1057/9781137388551_5","Klement PodnarUrša Golob","2015","http://link.springer.com/chapter/10.1057/9781137388551_5","Chapter"
"Marketing in an Experiential Perspective: From “Goods and Service Logic” to “Experience Logic”","The Experience Logic as a New Perspective for Marketing Management","","","","10.1007/978-3-319-77550-0_3","Tonino PencarelliFabio Forlani","2018","http://link.springer.com/chapter/10.1007/978-3-319-77550-0_3","Chapter"
"Service as Intersubjective Struggle","Handbook of Service Science, Volume II","","","","10.1007/978-3-319-98512-1_36","Yutaka Yamauchi","2019","http://link.springer.com/chapter/10.1007/978-3-319-98512-1_36","Chapter"
"Introduction: Why Another Handbook?","Handbook of Service Science, Volume II","","","","10.1007/978-3-319-98512-1_1","Paul P. MaglioCheryl A. KieliszewskiJames C. SpohrerKelly LyonsLia PatrícioYuriko Sawatani","2019","http://link.springer.com/chapter/10.1007/978-3-319-98512-1_1","Chapter"
"Customer-centered measurement of service operations: a B2B case study","Operations Management Research","","9","1 - 2","10.1007/s12063-016-0107-y","Juhani UkkoSanna Pekkola","2016","http://link.springer.com/article/10.1007/s12063-016-0107-y","Article"
"Mating system, optimal number of matings, and sperm transfer in the Argentine ant Iridomyrmex humilis","Behavioral Ecology and Sociobiology","","31","5","10.1007/BF00177776","L. KellerL. Passera","1992","http://link.springer.com/article/10.1007/BF00177776","Article"
